Canton;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
AG  ;        2022;          12;27.03.2022;0-64    ;           .;          15;           6;          26;           .
AG  ;        2022;          13;03.04.2022;0-64    ;           .;          15;           6;          26;           .
AG  ;        2022;          14;10.04.2022;0-64    ;           .;          15;           6;          26;           .
AG  ;        2022;          15;17.04.2022;0-64    ;           .;          15;           6;          26;           .
AG  ;        2022;          16;24.04.2022;0-64    ;           .;          15;           6;          26;           .
AG  ;        2022;          17;01.05.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          18;08.05.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          19;15.05.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          20;22.05.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          21;29.05.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          22;05.06.2022;0-64    ;           .;          15;           6;          25;           .
AG  ;        2022;          23;12.06.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          24;19.06.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          25;26.06.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          26;03.07.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          27;10.07.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          28;17.07.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          29;24.07.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          30;31.07.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          31;07.08.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          32;14.08.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          33;21.08.2022;0-64    ;           .;          14;           6;          25;           .
AG  ;        2022;          34;28.08.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          35;04.09.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          36;11.09.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          37;18.09.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          38;25.09.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          39;02.10.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          40;09.10.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          41;16.10.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          42;23.10.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          43;30.10.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          44;06.11.2022;0-64    ;           .;          14;           5;          25;           .
AG  ;        2022;          45;13.11.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          46;20.11.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          47;27.11.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          48;04.12.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          49;11.12.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          50;18.12.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          51;25.12.2022;0-64    ;           .;          14;           5;          24;           .
AG  ;        2022;          52;01.01.2023;0-64    ;           .;          14;           5;          24;           .
AG  ;        2020;           1;05.01.2020;65+     ;          94;          93;          68;         118;           .
AG  ;        2020;           2;12.01.2020;65+     ;          83;          93;          68;         118;           .
AG  ;        2020;           3;19.01.2020;65+     ;          95;          93;          68;         117;           .
AG  ;        2020;           4;26.01.2020;65+     ;          83;          92;          68;         117;           .
AG  ;        2020;           5;02.02.2020;65+     ;          83;          92;          67;         117;           .
AG  ;        2020;           6;09.02.2020;65+     ;         104;          92;          67;         117;           .
AG  ;        2020;           7;16.02.2020;65+     ;          94;          92;          67;         116;           .
AG  ;        2020;           8;23.02.2020;65+     ;          97;          91;          66;         116;           .
AG  ;        2020;           9;01.03.2020;65+     ;          98;          90;          66;         115;           .
AG  ;        2020;          10;08.03.2020;65+     ;          78;          89;          65;         113;           .
AG  ;        2020;          11;15.03.2020;65+     ;          72;          88;          64;         112;           .
AG  ;        2020;          12;22.03.2020;65+     ;          93;          86;          62;         110;           .
AG  ;        2020;          13;29.03.2020;65+     ;          85;          84;          60;         108;           .
AG  ;        2020;          14;05.04.2020;65+     ;          94;          82;          59;         106;           .
AG  ;        2020;          15;12.04.2020;65+     ;          95;          81;          58;         104;           .
AG  ;        2020;          16;19.04.2020;65+     ;          87;          79;          56;         102;           .
AG  ;        2020;          17;26.04.2020;65+     ;          62;          78;          56;         101;           .
AG  ;        2020;          18;03.05.2020;65+     ;          97;          78;          55;         100;           .
AG  ;        2020;          19;10.05.2020;65+     ;          77;          77;          55;         100;           .
AG  ;        2020;          20;17.05.2020;65+     ;          76;          77;          54;          99;           .
AG  ;        2020;          21;24.05.2020;65+     ;          79;          76;          54;          99;           .
AG  ;        2020;          22;31.05.2020;65+     ;          59;          76;          54;          99;           .
AG  ;        2020;          23;07.06.2020;65+     ;          66;          76;          54;          98;           .
AG  ;        2020;          24;14.06.2020;65+     ;          73;          76;          53;          98;           .
AG  ;        2020;          25;21.06.2020;65+     ;          51;          76;          53;          98;           .
AG  ;        2020;          26;28.06.2020;65+     ;          80;          76;          53;          98;           .
AG  ;        2020;          27;05.07.2020;65+     ;          67;          75;          53;          98;           .
AG  ;        2020;          28;12.07.2020;65+     ;          71;          75;          53;          98;           .
AG  ;        2020;          29;19.07.2020;65+     ;          83;          75;          53;          98;           .
AG  ;        2020;          30;26.07.2020;65+     ;          75;          75;          53;          98;           .
AG  ;        2020;          31;02.08.2020;65+     ;          90;          75;          53;          97;           .
AG  ;        2020;          32;09.08.2020;65+     ;          81;          75;          53;          97;           .
AG  ;        2020;          33;16.08.2020;65+     ;          92;          75;          52;          97;           .
AG  ;        2020;          34;23.08.2020;65+     ;          90;          75;          52;          97;           .
AG  ;        2020;          35;30.08.2020;65+     ;          77;          75;          52;          97;           .
AG  ;        2020;          36;06.09.2020;65+     ;          58;          75;          52;          97;           .
AG  ;        2020;          37;13.09.2020;65+     ;          78;          75;          53;          97;           .
AG  ;        2020;          38;20.09.2020;65+     ;          83;          76;          53;          98;           .
AG  ;        2020;          39;27.09.2020;65+     ;          67;          77;          54;          99;           .
AG  ;        2020;          40;04.10.2020;65+     ;          87;          78;          55;         100;           .
AG  ;        2020;          41;11.10.2020;65+     ;          85;          79;          56;         102;           .
AG  ;        2020;          42;18.10.2020;65+     ;          82;          80;          57;         103;           .
AG  ;        2020;          43;25.10.2020;65+     ;          83;          81;          58;         104;           .
AG  ;        2020;          44;01.11.2020;65+     ;          99;          82;          58;         105;           .
AG  ;        2020;          45;08.11.2020;65+     ;         117;          82;          59;         106; 34.74124766
AG  ;        2020;          46;15.11.2020;65+     ;         106;          83;          59;         106;           .
AG  ;        2020;          47;22.11.2020;65+     ;         120;          83;          60;         107;36.681491669
AG  ;        2020;          48;29.11.2020;65+     ;         132;          84;          60;         108; 48.05775892
AG  ;        2020;          49;06.12.2020;65+     ;         155;          85;          61;         108;70.434026171
AG  ;        2020;          50;13.12.2020;65+     ;         137;          85;          61;         109;51.810293423
AG  ;        2020;          51;20.12.2020;65+     ;         167;          86;          62;         110;81.152858054
AG  ;        2020;          52;27.12.2020;65+     ;         178;          87;          63;         110;91.495422686
AG  ;        2020;          53;03.01.2021;65+     ;         136;          87;          63;         111;48.837987318
AG  ;        2021;           1;10.01.2021;65+     ;         131;          93;          68;         118;37.931135295
AG  ;        2021;           2;17.01.2021;65+     ;         106;          93;          68;         118;           .
AG  ;        2021;           3;24.01.2021;65+     ;         117;          93;          68;         117;           .
AG  ;        2021;           4;31.01.2021;65+     ;         119;          92;          68;         117;26.548758606
AG  ;        2021;           5;07.02.2021;65+     ;          88;          92;          67;         117;           .
AG  ;        2021;           6;14.02.2021;65+     ;          92;          92;          67;         117;           .
AG  ;        2021;           7;21.02.2021;65+     ;          81;          92;          67;         116;           .
AG  ;        2021;           8;28.02.2021;65+     ;          98;          91;          66;         116;           .
AG  ;        2021;           9;07.03.2021;65+     ;          86;          90;          66;         115;           .
AG  ;        2021;          10;14.03.2021;65+     ;          87;          89;          65;         113;           .
AG  ;        2021;          11;21.03.2021;65+     ;          83;          88;          64;         112;           .
AG  ;        2021;          12;28.03.2021;65+     ;         101;          86;          62;         110;           .
AG  ;        2021;          13;04.04.2021;65+     ;          82;          84;          60;         108;           .
AG  ;        2021;          14;11.04.2021;65+     ;          97;          82;          59;         106;           .
AG  ;        2021;          15;18.04.2021;65+     ;          65;          81;          58;         104;           .
AG  ;        2021;          16;25.04.2021;65+     ;          55;          79;          56;         102;           .
AG  ;        2021;          17;02.05.2021;65+     ;          77;          78;          56;         101;           .
AG  ;        2021;          18;09.05.2021;65+     ;          75;          78;          55;         100;           .
AG  ;        2021;          19;16.05.2021;65+     ;          88;          77;          55;         100;           .
AG  ;        2021;          20;23.05.2021;65+     ;          73;          77;          54;          99;           .
AG  ;        2021;          21;30.05.2021;65+     ;          69;          76;          54;          99;           .
AG  ;        2021;          22;06.06.2021;65+     ;          80;          76;          54;          99;           .
AG  ;        2021;          23;13.06.2021;65+     ;          61;          76;          54;          98;           .
AG  ;        2021;          24;20.06.2021;65+     ;          80;          76;          53;          98;           .
AG  ;        2021;          25;27.06.2021;65+     ;          75;          76;          53;          98;           .
AG  ;        2021;          26;04.07.2021;65+     ;          75;          76;          53;          98;           .
AG  ;        2021;          27;11.07.2021;65+     ;          53;          75;          53;          98;           .
AG  ;        2021;          28;18.07.2021;65+     ;          67;          75;          53;          98;           .
AG  ;        2021;          29;25.07.2021;65+     ;          76;          75;          53;          98;           .
AG  ;        2021;          30;01.08.2021;65+     ;          83;          75;          53;          98;           .
AG  ;        2021;          31;08.08.2021;65+     ;          74;          75;          53;          97;           .
AG  ;        2021;          32;15.08.2021;65+     ;          73;          75;          53;          97;           .
AG  ;        2021;          33;22.08.2021;65+     ;          82;          75;          52;          97;           .
AG  ;        2021;          34;29.08.2021;65+     ;          86;          75;          52;          97;           .
AG  ;        2021;          35;05.09.2021;65+     ;          82;          75;          52;          97;           .
AG  ;        2021;          36;12.09.2021;65+     ;          76;          75;          52;          97;           .
AG  ;        2021;          37;19.09.2021;65+     ;          72;          75;          53;          97;           .
AG  ;        2021;          38;26.09.2021;65+     ;          79;          76;          53;          98;           .
AG  ;        2021;          39;03.10.2021;65+     ;          72;          77;          54;          99;           .
AG  ;        2021;          40;10.10.2021;65+     ;          68;          78;          55;         100;           .
AG  ;        2021;          41;17.10.2021;65+     ;          67;          79;          56;         102;           .
AG  ;        2021;          42;24.10.2021;65+     ;          82;          80;          57;         103;           .
AG  ;        2021;          43;31.10.2021;65+     ;          82;          81;          58;         104;           .
AG  ;        2021;          44;07.11.2021;65+     ;          92;          82;          58;         105;           .
AG  ;        2021;          45;14.11.2021;65+     ;          85;          82;          59;         106;           .
AG  ;        2021;          46;21.11.2021;65+     ;          90;          83;          59;         106;           .
AG  ;        2021;          47;28.11.2021;65+     ;          94;          83;          60;         107;           .
AG  ;        2021;          48;05.12.2021;65+     ;         126;          84;          60;         108; 42.05775892
AG  ;        2021;          49;12.12.2021;65+     ;         115;          85;          61;         108;30.434026171
AG  ;        2021;          50;19.12.2021;65+     ;         120;          85;          61;         109;34.810293423
AG  ;        2021;          51;26.12.2021;65+     ;         109;          86;          62;         110;           .
AG  ;        2021;          52;02.01.2022;65+     ;       122.7;          87;          63;         110;36.195422686
AG  ;        2022;           1;09.01.2022;65+     ;        92.7;          95;          71;         122;           .
AG  ;        2022;           2;16.01.2022;65+     ;        93.2;          96;          72;         122;           .
AG  ;        2022;           3;23.01.2022;65+     ;          93;          96;          72;         122;           .
AG  ;        2022;           4;30.01.2022;65+     ;        91.2;          97;          72;         123;           .
AG  ;        2022;           5;06.02.2022;65+     ;           .;          97;          72;         123;           .
AG  ;        2022;           6;13.02.2022;65+     ;           .;          97;          73;         123;           .
AG  ;        2022;           7;20.02.2022;65+     ;           .;          97;          73;         124;           .
AG  ;        2022;           8;27.02.2022;65+     ;           .;          97;          72;         123;           .
AG  ;        2022;           9;06.03.2022;65+     ;           .;          96;          72;         122;           .
AG  ;        2022;          10;13.03.2022;65+     ;           .;          94;          70;         120;           .
AG  ;        2022;          11;20.03.2022;65+     ;           .;          91;          68;         117;           .
AG  ;        2022;          12;27.03.2022;65+     ;           .;          89;          65;         114;           .
AG  ;        2022;          13;03.04.2022;65+     ;           .;          86;          63;         111;           .
AG  ;        2022;          14;10.04.2022;65+     ;           .;          84;          61;         108;           .
AG  ;        2022;          15;17.04.2022;65+     ;           .;          82;          60;         107;           .
AG  ;        2022;          16;24.04.2022;65+     ;           .;          81;          59;         105;           .
AG  ;        2022;          17;01.05.2022;65+     ;           .;          81;          58;         105;           .
AG  ;        2022;          18;08.05.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          19;15.05.2022;65+     ;           .;          80;          58;         103;           .
AG  ;        2022;          20;22.05.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          21;29.05.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          22;05.06.2022;65+     ;           .;          78;          56;         102;           .
AG  ;        2022;          23;12.06.2022;65+     ;           .;          78;          56;         101;           .
AG  ;        2022;          24;19.06.2022;65+     ;           .;          77;          55;         101;           .
AG  ;        2022;          25;26.06.2022;65+     ;           .;          77;          55;         101;           .
AG  ;        2022;          26;03.07.2022;65+     ;           .;          77;          55;         101;           .
AG  ;        2022;          27;10.07.2022;65+     ;           .;          78;          56;         101;           .
AG  ;        2022;          28;17.07.2022;65+     ;           .;          78;          56;         102;           .
AG  ;        2022;          29;24.07.2022;65+     ;           .;          79;          57;         102;           .
AG  ;        2022;          30;31.07.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          31;07.08.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          32;14.08.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          33;21.08.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          34;28.08.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          35;04.09.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          36;11.09.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          37;18.09.2022;65+     ;           .;          78;          57;         102;           .
AG  ;        2022;          38;25.09.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          39;02.10.2022;65+     ;           .;          79;          57;         103;           .
AG  ;        2022;          40;09.10.2022;65+     ;           .;          80;          58;         104;           .
AG  ;        2022;          41;16.10.2022;65+     ;           .;          81;          59;         105;           .
AG  ;        2022;          42;23.10.2022;65+     ;           .;          82;          60;         107;           .
AG  ;        2022;          43;30.10.2022;65+     ;           .;          84;          61;         108;           .
AG  ;        2022;          44;06.11.2022;65+     ;           .;          85;          62;         109;           .
AG  ;        2022;          45;13.11.2022;65+     ;           .;          86;          63;         110;           .
AG  ;        2022;          46;20.11.2022;65+     ;           .;          86;          63;         111;           .
AG  ;        2022;          47;27.11.2022;65+     ;           .;          87;          64;         111;           .
AG  ;        2022;          48;04.12.2022;65+     ;           .;          87;          64;         112;           .
AG  ;        2022;          49;11.12.2022;65+     ;           .;          87;          64;         112;           .
AG  ;        2022;          50;18.12.2022;65+     ;           .;          88;          65;         113;           .
AG  ;        2022;          51;25.12.2022;65+     ;           .;          89;          65;         114;           .
AG  ;        2022;          52;01.01.2023;65+     ;           .;          89;          66;         115;           .
AI  ;        2020;           1;05.01.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           2;12.01.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           3;19.01.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           4;26.01.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           5;02.02.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           6;09.02.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;           7;16.02.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           8;23.02.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;           9;01.03.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          10;08.03.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          11;15.03.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          12;22.03.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          13;29.03.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          14;05.04.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          15;12.04.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          16;19.04.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          17;26.04.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          18;03.05.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          19;10.05.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          20;17.05.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          21;24.05.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          22;31.05.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          23;07.06.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          24;14.06.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          25;21.06.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          26;28.06.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          27;05.07.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          28;12.07.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          29;19.07.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          30;26.07.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          31;02.08.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          32;09.08.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          33;16.08.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          34;23.08.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          35;30.08.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          36;06.09.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          37;13.09.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          38;20.09.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          39;27.09.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          40;04.10.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          41;11.10.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          42;18.10.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          43;25.10.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          44;01.11.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          45;08.11.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          46;15.11.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          47;22.11.2020;0-64    ;           1;           0;           0;           2;           .
AI  ;        2020;          48;29.11.2020;0-64    ;           2;           0;           0;           2;1.7097749635
AI  ;        2020;          49;06.12.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          50;13.12.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          51;20.12.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          52;27.12.2020;0-64    ;           0;           0;           0;           2;           .
AI  ;        2020;          53;03.01.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           1;10.01.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           2;17.01.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           3;24.01.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           4;31.01.2021;0-64    ;           1;           0;           0;           2;           .
AI  ;        2021;           5;07.02.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           6;14.02.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           7;21.02.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;           8;28.02.2021;0-64    ;           1;           0;           0;           2;           .
AI  ;        2021;           9;07.03.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          10;14.03.2021;0-64    ;           1;           0;           0;           2;           .
AI  ;        2021;          11;21.03.2021;0-64    ;           1;           0;           0;           2;           .
AI  ;        2021;          12;28.03.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          13;04.04.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          14;11.04.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          15;18.04.2021;0-64    ;           1;           0;           0;           2;           .
AI  ;        2021;          16;25.04.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          17;02.05.2021;0-64    ;           0;           0;           0;           2;           .
AI  ;        2021;          18;09.05.2021;0-64    ;           0;           0;           0;           2;           .
