Canton;Year;Week;Ending;Age;NoDeaths_EP;Expected;LowerB;UpperB;Diff
BL  ;        2020;          10;08.03.2020;65+     ;          43;          44;          27;          62;           .
BL  ;        2020;          11;15.03.2020;65+     ;          54;          44;          27;          61;           .
BL  ;        2020;          12;22.03.2020;65+     ;          53;          43;          26;          60;           .
BL  ;        2020;          13;29.03.2020;65+     ;          50;          43;          26;          60;           .
BL  ;        2020;          14;05.04.2020;65+     ;          69;          42;          26;          59;26.751235514
BL  ;        2020;          15;12.04.2020;65+     ;          48;          42;          25;          58;           .
BL  ;        2020;          16;19.04.2020;65+     ;          49;          41;          24;          57;           .
BL  ;        2020;          17;26.04.2020;65+     ;          44;          40;          24;          56;           .
BL  ;        2020;          18;03.05.2020;65+     ;          38;          39;          23;          55;           .
BL  ;        2020;          19;10.05.2020;65+     ;          37;          39;          23;          55;           .
BL  ;        2020;          20;17.05.2020;65+     ;          37;          38;          22;          54;           .
BL  ;        2020;          21;24.05.2020;65+     ;          45;          38;          22;          54;           .
BL  ;        2020;          22;31.05.2020;65+     ;          32;          38;          22;          54;           .
BL  ;        2020;          23;07.06.2020;65+     ;          26;          38;          22;          53;           .
BL  ;        2020;          24;14.06.2020;65+     ;          41;          37;          22;          53;           .
BL  ;        2020;          25;21.06.2020;65+     ;          44;          37;          22;          53;           .
BL  ;        2020;          26;28.06.2020;65+     ;          37;          37;          22;          53;           .
BL  ;        2020;          27;05.07.2020;65+     ;          44;          37;          22;          53;           .
BL  ;        2020;          28;12.07.2020;65+     ;          40;          38;          22;          53;           .
BL  ;        2020;          29;19.07.2020;65+     ;          37;          38;          22;          54;           .
